id,source,app,text,relevant,blocker,save_motivation,workaround,comparison,intent_type,severity,gender,category,price_band,age_band,evidence
a539cb4f-825b-475b-b8ec-3b90da78db00,play_store,AJIO,"Worst app ever! Cheap-quality products, poor customer support, and what they show on the app is completely different from what you receive. They even send products without tags, then reject returns claiming there’s no tag. If the product was received without a tag, how is the customer responsible? They offer no proper solution, leaving you with a low-quality product and wasted money. Highly disappointed! I don’t even want to give you 1 star. If there were an option, I would give you zero stars—",False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
d29dd033-7b6d-4ae6-aeb1-17e56b98fd0c,play_store,AJIO,i have return some product but not received money refund . what's service ???,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
712d982a-c913-42ba-a03b-deebb57f31b6,play_store,AJIO,"I love the app! 🥰 It's amazing to see how much the latest update has improved things. Downloads are significantly faster, stability is better, and everything feels more reliable. Huge thanks to everyone behind the algorithms! Earlier, syncing happened almost every time I used the app, causing it to freeze until synchronization ended. Every stopped entry also gained several unnecessary seconds, making the previous experience frustrating.",False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
9e2ba626-a3b9-4fe6-af04-646fa4c851e0,play_store,AJIO,"the worst delivery services the ajio app have ,they are not delivering product on time and when we try to reach to customer care they only assure you that your product will be delivered and bla bla",False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
ff1ae89a-107a-410f-a141-2b761c51aed2,play_store,AJIO,very budget friendly and trendy app,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
21563ed6-74b8-468f-abeb-424c084230b8,play_store,AJIO,Nice interface and a good collection of ethinic wear totally loved it,False,na,na,na,na,na,na,unknown,ethnic_occasion_wear,unknown,unknown,na
9c5ce099-5148-431c-af80-93d63e50c5fd,play_store,AJIO,"The app finally feels like it has broken free from its old habits. 🌿 Before, syncing would appear after almost every interaction—opening the app, starting, stopping, or editing an entry. Once it started, everything would freeze until syncing finished. Even stopping an entry came with several unwanted seconds that were added to the entry. It was a frustrating cycle. Now downloads are faster, stability is much better, and the app feels genuinely smooth again. 💙 Huge thanks to everyone",False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
fd2048e5-1bc4-4051-88d3-94257e9bf166,play_store,AJIO,"The delivery agents are extremely rude, and the customer service is one of the worst I’ve ever experienced! They returned my order without even calling me for two whole days. I’ve wasted 10 days waiting for an order that was ultimately returned due to their poor service.",False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
4c68ec0a-2ad9-4d49-82cc-6a8b423c5be7,play_store,AJIO,this is one of the worst shopping app i ordered 4 product in it but all the 4 products are different from my orders,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
c21078fa-1f44-4c77-aaf2-9f2f4a9ed8f2,play_store,AJIO,waste app return not tack quickly it's tack month's till me suffering mental health karab regret feeling for purchase this app refund also not come clearly,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
83574358-6798-4943-acaa-e5da1935eb31,play_store,AJIO,Always make good service 👍,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
faa1af46-eed4-4e6e-bd8c-4b574dd575af,play_store,AJIO,worst app for delivery...!!! my 2 orders repeatedly delaying without any reason and if I called the assign number they don't giving me response... extremely shameful services and I want my urgent but they didn't responding ....!!!!,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
ab0d0d2a-2af5-43cf-8c66-2116e2b207fd,play_store,AJIO,"Unprofessional Customer care and delivery partners It has been 10 days, yet the return pickup hasn't happened. The promised pickup date has passed three times, and the deadline for resolving the last complaint has also lapsed. Every time I call, they just give me a new date and today they again give a new date,,, dear ajio how much more are you going to harass the customer?",False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
92d3f672-64c0-4fa0-99f2-adbecd00e176,play_store,AJIO,Too expensive some time,True,price_too_high,unclear,none_mentioned,no_comparison,conditional_intent,delayed,unknown,unknown,unknown,unknown,Too expensive some time
64df02ab-c68a-4599-9e99-4fb4496a32ae,play_store,AJIO,"this is the worst app in terms of delivery, orders keep getting delayed, If you really want something from this platform the. order it 15 to 16 days earlier",False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
9c727148-213c-49ee-a7e2-dc3e6a8eed45,play_store,AJIO,Bahut hang hota hai bhai.sudhar karo,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
0f62acc2-7077-40a8-9776-df0af7b37a67,play_store,AJIO,return policy is not good,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
902b265f-3645-406b-b7ea-7e83361d7a70,play_store,AJIO,worst return pickup experience ever. Trying from last 20 days to return the order and 04 times they have canceled my pickup without my any consent. Every time new deadlines are there.,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
2267ecb5-0185-428a-99dd-bc12135e679b,play_store,AJIO,"Very disappointing experience with AJIO. This was my first time shopping through the AJIO online platform, and unfortunately, my order was cancelled without any prior information or proper communication. The marketing and promotions are impressive, but the actual customer experience is far from satisfactory. Customer support and order management definitely need improvement. Overall, I had a very poor shopping experience and would prefer other platforms over AJIO. Reliance Retail....",False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
67da1068-29f7-46e8-a989-bdd1e0baa528,play_store,AJIO,not bad also not good,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
81b3a439-e502-4206-8cb1-aa918770f30f,play_store,AJIO,not working open option,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
5dbf31eb-6a5e-4e1e-9c89-3aa9a81f37dd,play_store,AJIO,"very bad service, Bekar service Hai , Download hi mat karo 🙏",False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
936e8c73-b5e1-4d7a-8e97-36f3db6f9f63,play_store,AJIO,jo oder kiya wo to nahi aaya or ab retune bhi nahi le rahe h saman bakwas h mat oder karna kuch bhi pagal bana rahe h sale,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
e938a91a-c8ac-4060-9edc-39b7cfa8cb85,play_store,AJIO,worst app never buy from it these idiot will never pay your refunds😡😡😡,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
b895ce64-1918-48ef-8599-774f8f21b0d1,play_store,AJIO,"Footpath Quality products , I ordered the items . in description mentioned Cotton but received item full of polyester footpath Quality products and also one damage poor quality products.",False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
0fa5e781-9d1e-406e-80e1-0f85d9002d1a,play_store,AJIO,hidden charges including on order placed Time,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
d39d5486-8162-488f-84b2-21c6f71a74a5,play_store,AJIO,superb product quality,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
84349269-8076-4b49-b196-c71173ff3bab,play_store,AJIO,All products are good but not available many products,False,na,na,na,na,na,na,unknown,unknown,unknown,unknown,na
